Frame	Temps(s)	X(m)	Y(m)	Z(m)
1	1776692350.096	-0.7954	0.2227	2.6633
2	1776692350.316	-0.797	0.2241	2.6588
3	1776692350.366	-0.7967	0.2236	2.6606
4	1776692350.423	-0.7966	0.2247	2.6605
5	1776692350.475	-0.7963	0.2251	2.6603
6	1776692350.506	-0.7898	0.2233	2.6684
7	1776692350.564	-0.7849	0.222	2.6758
8	1776692350.601	-0.7988	0.2243	2.6591
9	1776692350.642	-0.7987	0.2255	2.6571
10	1776692350.68	-0.7988	0.226	2.6577
11	1776692350.696	-0.7961	0.2258	2.6607
12	1776692350.727	-0.7977	0.2259	2.6608
13	1776692350.766	-0.7979	0.225	2.66
14	1776692350.812	-0.7977	0.2251	2.6597
15	1776692350.842	-0.7981	0.2254	2.6593
16	1776692350.869	-0.7962	0.2246	2.6606
17	1776692350.885	-0.7989	0.2259	2.6561
18	1776692350.955	-0.7995	0.2261	2.6575
19	1776692350.98	-0.7916	0.2245	2.6677
20	1776692351.012	-0.7997	0.2253	2.6566
21	1776692351.043	-0.7965	0.2255	2.6602
22	1776692351.075	-0.797	0.2253	2.6601
23	1776692351.122	-0.7959	0.2249	2.6616
24	1776692351.154	-0.7957	0.2245	2.6611
25	1776692351.169	-0.7965	0.224	2.6617
26	1776692351.201	-0.7967	0.2242	2.6586
27	1776692351.232	-0.7974	0.2247	2.661
28	1776692351.264	-0.7979	0.2247	2.66
29	1776692351.28	-0.7967	0.2247	2.6622
30	1776692351.317	-0.795	0.2245	2.6629
31	1776692351.358	-0.7975	0.2248	2.6589
32	1776692351.39	-0.7967	0.2246	2.661
33	1776692351.406	-0.7974	0.2246	2.6591
34	1776692351.443	-0.7994	0.2247	2.656
35	1776692351.469	-0.7962	0.2249	2.6583
36	1776692351.495	-0.7963	0.2249	2.6595
37	1776692351.516	-0.796	0.2245	2.6609
38	1776692351.547	-0.7952	0.2251	2.6615
39	1776692351.579	-0.7992	0.2254	2.6555
40	1776692351.594	-0.7968	0.2254	2.659
41	1776692351.626	-0.7971	0.2248	2.6581
42	1776692351.657	-0.7962	0.2251	2.6592
43	1776692351.689	-0.7973	0.2245	2.6586
44	1776692351.704	-0.799	0.2256	2.6554
45	1776692351.736	-0.7968	0.2249	2.6591
46	1776692351.752	-0.7976	0.2247	2.6582
47	1776692351.783	-0.799	0.2253	2.6538
48	1776692351.798	-0.7964	0.2252	2.6577
49	1776692351.83	-0.796	0.2255	2.6595
50	1776692351.862	-0.7986	0.2257	2.6548
51	1776692351.893	-0.7985	0.2257	2.6566
52	1776692351.909	-0.7987	0.225	2.6568
53	1776692351.943	-0.7997	0.2249	2.6556
54	1776692351.956	-0.7984	0.2249	2.6567
55	1776692351.987	-0.7991	0.2254	2.6559
56	1776692352.019	-0.8007	0.2258	2.6531
57	1776692352.043	-0.7979	0.2253	2.6581
58	1776692352.066	-0.8004	0.2263	2.654
59	1776692352.098	-0.7962	0.2258	2.6574
60	1776692352.113	-0.7965	0.2257	2.6585
61	1776692352.145	-0.7969	0.2244	2.6597
62	1776692352.177	-0.798	0.2258	2.6575
63	1776692352.193	-0.7966	0.2255	2.6579
64	1776692352.228	-0.7963	0.2251	2.6573
65	1776692352.274	-0.797	0.2246	2.6586
66	1776692352.315	-0.796	0.2249	2.6604
67	1776692352.35	-0.7982	0.2248	2.6573
68	1776692352.39	-0.796	0.2248	2.6594
69	1776692352.434	-0.7979	0.2249	2.657
70	1776692352.477	-0.7972	0.2251	2.6584
71	1776692352.499	-0.7964	0.2251	2.6578
72	1776692352.547	-0.7975	0.2253	2.6558
73	1776692352.571	-0.7979	0.2245	2.6579
74	1776692352.603	-0.7987	0.2243	2.6589
75	1776692352.618	-0.7975	0.2242	2.6607
76	1776692352.649	-0.7988	0.2239	2.6584
77	1776692352.681	-0.7986	0.224	2.6573
78	1776692352.696	-0.8005	0.2242	2.6563
79	1776692352.728	-0.7997	0.2239	2.6556
80	1776692352.759	-0.8009	0.2225	2.6554
81	1776692352.806	-0.8011	0.2225	2.6549
82	1776692352.837	-0.8039	0.2227	2.6499
83	1776692352.853	-0.8021	0.2235	2.6488
84	1776692352.884	-0.8011	0.2238	2.6466
85	1776692352.916	-0.8037	0.225	2.6399
86	1776692352.944	-0.8009	0.2246	2.638
87	1776692352.963	-0.8045	0.2252	2.6299
88	1776692352.995	-0.802	0.2251	2.6292
89	1776692353.011	-0.8018	0.2254	2.6259
90	1776692353.044	-0.8049	0.2251	2.6206
91	1776692353.08	-0.8031	0.2243	2.6228
92	1776692353.121	-0.809	0.2253	2.6135
93	1776692353.144	-0.8111	0.2249	2.6165
94	1776692353.168	-0.8129	0.2248	2.617
95	1776692353.219	-0.8164	0.2243	2.6149
96	1776692353.263	-0.8199	0.2245	2.6106
97	1776692353.308	-0.8205	0.2242	2.6067
98	1776692353.326	-0.8238	0.2253	2.5992
99	1776692353.358	-0.8278	0.2254	2.5951
100	1776692353.373	-0.8281	0.2256	2.5917
101	1776692353.405	-0.8307	0.225	2.5896
102	1776692353.436	-0.8387	0.2257	2.5756
103	1776692353.452	-0.841	0.2255	2.5741
104	1776692353.483	-0.8421	0.2207	2.5701
105	1776692353.519	-0.8508	0.2247	2.5585
106	1776692353.547	-0.8502	0.2228	2.5559
107	1776692353.562	-0.8492	0.2225	2.5529
108	1776692353.594	-0.8497	0.2225	2.5486
109	1776692353.625	-0.8443	0.2204	2.5565
110	1776692353.645	-0.8493	0.2217	2.5493
111	1776692353.678	-0.8527	0.2227	2.54
112	1776692353.724	-0.8525	0.2231	2.5393
113	1776692353.752	-0.8499	0.2228	2.5409
114	1776692353.767	-0.8487	0.2222	2.5396
115	1776692353.799	-0.8605	0.2233	2.5224
116	1776692353.83	-0.8588	0.2217	2.5258
117	1776692353.852	-0.866	0.2225	2.5179
118	1776692353.894	-0.868	0.2227	2.512
119	1776692353.909	-0.869	0.2235	2.5073
120	1776692353.945	-0.8617	0.2209	2.5158
121	1776692353.972	-0.8769	0.2234	2.4922
122	1776692354.003	-0.8728	0.2236	2.489
123	1776692354.019	-0.8733	0.2239	2.4822
124	1776692354.05	-0.8738	0.2236	2.4773
125	1776692354.082	-0.8752	0.2231	2.4769
126	1776692354.098	-0.8798	0.224	2.4696
127	1776692354.129	-0.8803	0.2233	2.4696
128	1776692354.161	-0.8819	0.2228	2.4635
129	1776692354.199	-0.8805	0.2222	2.4619
130	1776692354.242	-0.8828	0.2226	2.4561
131	1776692354.285	-0.8864	0.2226	2.4586
132	1776692354.303	-0.8778	0.2206	2.4615
133	1776692354.352	-0.8814	0.2202	2.4558
134	1776692354.366	-0.8813	0.2207	2.453
135	1776692354.397	-0.8808	0.2206	2.4515
136	1776692354.428	-0.8838	0.2219	2.4409
137	1776692354.446	-0.8895	0.2223	2.4332
138	1776692354.481	-0.8875	0.2219	2.4328
139	1776692354.511	-0.8855	0.2207	2.4375
140	1776692354.546	-0.894	0.2216	2.4266
141	1776692354.57	-0.8885	0.2209	2.4254
142	1776692354.586	-0.8905	0.221	2.4191
143	1776692354.617	-0.892	0.2207	2.4185
144	1776692354.649	-0.8893	0.22	2.422
145	1776692354.681	-0.8938	0.2201	2.4141
146	1776692354.713	-0.895	0.2202	2.4112
147	1776692354.728	-0.8903	0.2195	2.4044
148	1776692354.76	-0.896	0.2205	2.3938
149	1776692354.791	-0.8918	0.2183	2.3912
150	1776692354.807	-0.8981	0.2195	2.3836
151	1776692354.839	-0.8967	0.2194	2.377
152	1776692354.87	-0.8989	0.2192	2.3738
153	1776692354.886	-0.8979	0.2181	2.3732
154	1776692354.918	-0.897	0.2179	2.3701
155	1776692354.933	-0.8987	0.2183	2.365
156	1776692354.965	-0.9001	0.218	2.3579
157	1776692354.996	-0.9044	0.2196	2.3501
158	1776692355.028	-0.9062	0.2197	2.3446
159	1776692355.057	-0.9069	0.2199	2.3283
160	1776692355.08	-0.9031	0.2192	2.33
161	1776692355.106	-0.9054	0.2193	2.3237
162	1776692355.135	-0.9061	0.219	2.3173
163	1776692355.153	-0.9068	0.2205	2.3014
164	1776692355.185	-0.9061	0.2193	2.303
165	1776692355.201	-0.9094	0.2196	2.294
166	1776692355.232	-0.9054	0.2203	2.2841
167	1776692355.264	-0.9007	0.2195	2.2872
168	1776692355.288	-0.8974	0.2191	2.2823
169	1776692355.304	-0.903	0.2196	2.2761
170	1776692355.34	-0.9077	0.2211	2.2622
171	1776692355.369	-0.9076	0.2217	2.2552
172	1776692355.413	-0.9033	0.2211	2.248
173	1776692355.43	-0.8998	0.2214	2.2392
174	1776692355.462	-0.901	0.2231	2.228
175	1776692355.495	-0.897	0.2231	2.2204
176	1776692355.525	-0.8954	0.2237	2.2085
177	1776692355.547	-0.8932	0.2228	2.2004
178	1776692355.572	-0.8926	0.2231	2.1903
179	1776692355.588	-0.8897	0.2229	2.1839
180	1776692355.619	-0.8873	0.2224	2.1777
181	1776692355.653	-0.8852	0.2234	2.1673
182	1776692355.684	-0.8869	0.2231	2.1589
183	1776692355.698	-0.8865	0.2221	2.1505
184	1776692355.729	-0.8881	0.2225	2.1356
185	1776692355.761	-0.8812	0.221	2.1315
186	1776692355.776	-0.8772	0.2205	2.1254
187	1776692355.808	-0.8705	0.2203	2.122
188	1776692355.824	-0.8785	0.2231	2.1062
189	1776692355.856	-0.8803	0.2237	2.0942
190	1776692355.886	-0.8841	0.2251	2.085
191	1776692355.902	-0.8789	0.2245	2.0786
192	1776692355.933	-0.8744	0.224	2.0738
193	1776692355.965	-0.8747	0.2227	2.0611
194	1776692355.981	-0.8692	0.2235	2.0537
195	1776692356.012	-0.8775	0.224	2.041
196	1776692356.028	-0.8773	0.2236	2.0348
197	1776692356.059	-0.8671	0.2226	2.0319
198	1776692356.091	-0.8664	0.2218	2.0186
199	1776692356.106	-0.8645	0.2223	2.0093
200	1776692356.138	-0.863	0.222	2.0035
201	1776692356.153	-0.8596	0.2226	1.9984
202	1776692356.201	-0.8558	0.2225	1.993
203	1776692356.217	-0.8544	0.222	1.9844
204	1776692356.249	-0.8539	0.2225	1.9732
205	1776692356.288	-0.8513	0.2231	1.9689
206	1776692356.311	-0.848	0.2235	1.9631
207	1776692356.343	-0.8497	0.2225	1.956
208	1776692356.359	-0.84	0.2205	1.9525
209	1776692356.39	-0.8428	0.22	1.946
210	1776692356.426	-0.8385	0.2191	1.9316
211	1776692356.453	-0.8422	0.2203	1.9227
212	1776692356.488	-0.8372	0.221	1.9166
213	1776692356.518	-0.8324	0.2196	1.911
214	1776692356.531	-0.8307	0.2189	1.9047
215	1776692356.563	-0.8313	0.2196	1.8929
216	1776692356.594	-0.8241	0.2187	1.8899
217	1776692356.61	-0.8257	0.2187	1.8814
218	1776692356.641	-0.8238	0.2192	1.8717
219	1776692356.657	-0.8192	0.2192	1.8616
220	1776692356.688	-0.815	0.2197	1.8514
221	1776692356.72	-0.8159	0.2205	1.8489
222	1776692356.769	-0.8131	0.2198	1.8423
223	1776692356.801	-0.8143	0.2211	1.8286
224	1776692356.83	-0.8055	0.2188	1.8264
225	1776692356.85	-0.8063	0.2188	1.8199
226	1776692356.877	-0.8115	0.2192	1.8065
227	1776692356.893	-0.8085	0.219	1.8011
228	1776692356.924	-0.8014	0.2188	1.7962
229	1776692356.956	-0.7999	0.22	1.782
230	1776692356.971	-0.7973	0.2198	1.7776
231	1776692357.003	-0.7912	0.2191	1.7682
232	1776692357.019	-0.7961	0.219	1.7594
233	1776692357.05	-0.7887	0.2183	1.7539
234	1776692357.081	-0.792	0.2193	1.7473
235	1776692357.097	-0.7898	0.2186	1.7396
236	1776692357.129	-0.7845	0.218	1.7313
237	1776692357.161	-0.7809	0.2166	1.7216
238	1776692357.176	-0.7775	0.2176	1.7165
239	1776692357.208	-0.7737	0.218	1.7127
240	1776692357.223	-0.7764	0.219	1.7037
241	1776692357.254	-0.7741	0.2186	1.7002
242	1776692357.286	-0.7691	0.2178	1.6944
243	1776692357.302	-0.7646	0.2179	1.6884
244	1776692357.333	-0.7637	0.2178	1.681
245	1776692357.365	-0.7626	0.2162	1.6746
246	1776692357.381	-0.7603	0.2161	1.6712
247	1776692357.412	-0.7549	0.2159	1.6632
248	1776692357.428	-0.7578	0.2163	1.6591
249	1776692357.459	-0.7558	0.2172	1.654
250	1776692357.491	-0.7533	0.2177	1.6486
251	1776692357.506	-0.7495	0.2173	1.6396
252	1776692357.538	-0.7459	0.2185	1.6347
253	1776692357.571	-0.7431	0.2164	1.6279
254	1776692357.585	-0.7374	0.2155	1.6223
255	1776692357.617	-0.7347	0.216	1.6169
256	1776692357.648	-0.7334	0.2162	1.6109
257	1776692357.664	-0.7312	0.2163	1.6025
258	1776692357.695	-0.7253	0.2163	1.5973
259	1776692357.711	-0.7199	0.2165	1.5896
260	1776692357.75	-0.7165	0.2155	1.5837
261	1776692357.774	-0.7137	0.2149	1.5776
262	1776692357.79	-0.7148	0.2161	1.5722
263	1776692357.843	-0.714	0.2163	1.564
264	1776692357.889	-0.7025	0.2151	1.5566
265	1776692357.93	-0.7048	0.2169	1.5491
266	1776692357.964	-0.7004	0.2171	1.5435
267	1776692357.98	-0.6977	0.2155	1.536
268	1776692358.011	-0.6987	0.2164	1.5303
269	1776692358.027	-0.6912	0.2162	1.5247
270	1776692358.059	-0.6843	0.2164	1.5196
271	1776692358.09	-0.6829	0.2169	1.5119
272	1776692358.106	-0.6822	0.2163	1.5059
273	1776692358.141	-0.6752	0.2145	1.4964
274	1776692358.153	-0.6733	0.215	1.4924
275	1776692358.184	-0.6716	0.2153	1.4881
276	1776692358.216	-0.6791	0.2168	1.4794
277	1776692358.232	-0.6647	0.215	1.4766
278	1776692358.267	-0.6707	0.2169	1.4707
279	1776692358.295	-0.6693	0.2158	1.4619
280	1776692358.31	-0.6654	0.2164	1.4564
281	1776692358.342	-0.6577	0.2155	1.4546
282	1776692358.373	-0.6563	0.2154	1.4487
283	1776692358.389	-0.652	0.2149	1.4394
284	1776692358.427	-0.6531	0.2151	1.4324
285	1776692358.47	-0.6524	0.2161	1.4273
286	1776692358.484	-0.6498	0.2164	1.4221
287	1776692358.515	-0.6477	0.2158	1.4171
288	1776692358.552	-0.6437	0.2168	1.4107
289	1776692358.578	-0.6415	0.2155	1.4045
290	1776692358.603	-0.6353	0.2155	1.3974
291	1776692358.626	-0.6334	0.2156	1.3903
292	1776692358.652	-0.6301	0.2161	1.3837
293	1776692358.672	-0.6266	0.2153	1.3778
294	1776692358.704	-0.6238	0.2161	1.3716
295	1776692358.72	-0.62	0.2174	1.3645
296	1776692358.752	-0.6165	0.2178	1.3582
297	1776692358.776	-0.6139	0.2175	1.352
298	1776692358.8	-0.6108	0.2173	1.3435
299	1776692358.832	-0.6054	0.2167	1.3365
300	1776692358.863	-0.6033	0.217	1.3298
301	1776692358.881	-0.5987	0.2162	1.3187
302	1776692358.917	-0.5983	0.2165	1.3155
303	1776692358.942	-0.5958	0.2166	1.3077
304	1776692358.958	-0.5908	0.2171	1.2992
305	1776692358.989	-0.5894	0.2178	1.2933
306	1776692359.015	-0.5849	0.2172	1.2862
307	1776692359.042	-0.5822	0.2169	1.2749
308	1776692359.068	-0.5771	0.2167	1.2678
309	1776692359.1	-0.5743	0.2165	1.2602
310	1776692359.132	-0.5697	0.2162	1.2504
311	1776692359.153	-0.5684	0.2172	1.246
312	1776692359.179	-0.5656	0.2159	1.2394
313	1776692359.21	-0.5602	0.2153	1.2282
314	1776692359.227	-0.558	0.215	1.2203
315	1776692359.257	-0.5528	0.2139	1.2118
316	1776692359.289	-0.5481	0.2148	1.2023
317	1776692359.304	-0.5435	0.2169	1.1922
318	1776692359.336	-0.5431	0.2149	1.1892
319	1776692359.353	-0.5422	0.2151	1.1852
320	1776692359.383	-0.5397	0.2168	1.1771
321	1776692359.415	-0.5381	0.2176	1.1732
322	1776692359.431	-0.5338	0.2181	1.163
323	1776692359.462	-0.5319	0.2178	1.1556
324	1776692359.494	-0.5294	0.2183	1.1459
325	1776692359.513	-0.5275	0.2171	1.1435
326	1776692359.544	-0.5229	0.2182	1.1348
327	1776692359.573	-0.5196	0.2176	1.1283
328	1776692359.588	-0.5187	0.2188	1.1206
329	1776692359.62	-0.516	0.2179	1.1171
330	1776692359.636	-0.5152	0.2174	1.1121
331	1776692359.667	-0.5132	0.2154	1.1095
332	1776692359.698	-0.5144	0.2156	1.107
333	1776692359.714	-0.5122	0.2154	1.1026
334	1776692359.754	-0.5118	0.215	1.1
335	1776692359.777	-0.5106	0.2154	1.0969
336	1776692359.793	-0.5045	0.2154	1.0924
337	1776692359.827	-0.5053	0.2158	1.0898
338	1776692359.857	-0.5012	0.2165	1.0861
339	1776692359.872	-0.5018	0.2169	1.0862
340	1776692359.903	-0.5048	0.2175	1.0862
341	1776692359.936	-0.5041	0.2177	1.0849
342	1776692359.954	-0.5026	0.2179	1.0823
343	1776692359.982	-0.5018	0.2175	1.0804
344	1776692359.998	-0.5016	0.2184	1.0797
345	1776692360.041	-0.5008	0.219	1.0793
346	1776692360.061	-0.4975	0.2197	1.0799
347	1776692360.092	-0.4999	0.2175	1.0812
348	1776692360.108	-0.5017	0.2165	1.081
349	1776692360.139	-0.4981	0.2173	1.0782
350	1776692360.155	-0.5005	0.2186	1.0784
351	1776692360.186	-0.5003	0.2185	1.079
352	1776692360.218	-0.5013	0.2183	1.0795
353	1776692360.234	-0.5015	0.2182	1.0779
354	1776692360.265	-0.5015	0.218	1.0781
355	1776692360.297	-0.5014	0.2177	1.0805
356	1776692360.312	-0.5003	0.2186	1.0794
357	1776692360.344	-0.501	0.2191	1.0792
358	1776692360.36	-0.4996	0.2182	1.078
359	1776692360.391	-0.5026	0.2181	1.0802
360	1776692360.423	-0.5021	0.2174	1.0808
361	1776692360.438	-0.5007	0.2177	1.0784
362	1776692360.47	-0.5	0.218	1.0785
363	1776692360.485	-0.5015	0.2186	1.08
364	1776692360.517	-0.5034	0.2184	1.0812
365	1776692360.551	-0.5039	0.2185	1.0818
366	1776692360.565	-0.5022	0.218	1.0807
367	1776692360.596	-0.5021	0.2187	1.0805
368	1776692360.628	-0.502	0.2184	1.0797
369	1776692360.655	-0.5008	0.2183	1.0801
370	1776692360.675	-0.5015	0.2181	1.0794
371	1776692360.692	-0.5009	0.2185	1.079
372	1776692360.722	-0.5014	0.2184	1.0791
373	1776692360.755	-0.5024	0.2182	1.0804
374	1776692360.769	-0.5012	0.2189	1.0795
375	1776692360.801	-0.5015	0.2187	1.0802
376	1776692360.857	-0.5012	0.2182	1.0795
377	1776692360.88	-0.5017	0.2186	1.08
378	1776692360.911	-0.4985	0.217	1.0793
379	1776692360.943	-0.5006	0.2175	1.0772
380	1776692360.959	-0.5016	0.2178	1.0759
381	1776692360.991	-0.5003	0.2181	1.0729
382	1776692361.022	-0.4994	0.2188	1.0729
383	1776692361.055	-0.4985	0.2179	1.073
384	1776692361.085	-0.4993	0.2177	1.075
385	1776692361.116	-0.4978	0.2178	1.0702
386	1776692361.148	-0.4956	0.2181	1.0672
387	1776692361.182	-0.4961	0.2186	1.068
388	1776692361.195	-0.4939	0.2177	1.0676
389	1776692361.227	-0.4909	0.2169	1.0622
390	1776692361.259	-0.4902	0.2179	1.061
391	1776692361.289	-0.4914	0.2167	1.0581
392	1776692361.323	-0.4898	0.216	1.0552
393	1776692361.352	-0.4877	0.2164	1.0488
394	1776692361.383	-0.4892	0.2159	1.0486
395	1776692361.407	-0.4887	0.2167	1.0457
396	1776692361.439	-0.4855	0.2168	1.0372
397	1776692361.47	-0.4874	0.2175	1.0343
398	1776692361.502	-0.4815	0.2175	1.0264
399	1776692361.533	-0.4792	0.2156	1.0214
400	1776692361.567	-0.4724	0.2149	1.012
401	1776692361.6	-0.4677	0.2137	1.0052
402	1776692361.627	-0.4673	0.2157	0.9983
403	1776692361.659	-0.4638	0.2165	0.991
404	1776692361.686	-0.4571	0.2144	0.9839
405	1776692361.706	-0.4511	0.2126	0.9785
406	1776692361.737	-0.4468	0.2145	0.9693
407	1776692361.769	-0.4421	0.2134	0.9639
408	1776692361.804	-0.4328	0.2149	0.952
409	1776692361.842	-0.4341	0.2161	0.9452
410	1776692361.863	-0.4294	0.2139	0.9367
